VINT.SUM,VEXP.SUM,VDV.SUM,VDV.NoSex_BN,VSF.ADULTOS.SUM,VSF.PARES.SUM,VS.SUM,VS.FÍSICA.SUM,VS.ELECT.SUM,VC.SUM,VM.SUM,VP.SUM,VP.BULL,W.SUM,VEXP.QUIEN_0,VEXP.QUIEN_1,VEXP.QUIEN_2,VEXP.CONTACT_0,VEXP.CONTACT_1,VEXP.CONTACT_2,VEXP.CONTACT_3,VS.QUIEN_0,VS.QUIEN_1,VS.QUIEN_2,VS.QUIEN_3,VM.QUIEN_0,VM.QUIEN_1,VM.QUIEN_2,VM.QUIEN_3,W.QUIEN_0,W.QUIEN_1,W.QUIEN_2,W.QUIEN_3
1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2.0,2.0,1.0,0.0,3.0,3.0,5.0,6.0,1.0,2.0,1.0,1.0,1,1.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3.0,1.0,2.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,0.0,1.0,0,4.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3.0,0.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,2.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,1,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
3.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,0,1.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0,3.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1,3.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
